"Image type","Feature Class","Feature Name","103: RTSTRUCT: TN_mammella_segm_2_segment_tmammella","103: RTSTRUCT: TN_mammella_segm_2_segment_n_ascella"
"diagnostics","Versions","PyRadiomics","v3.1.0","v3.1.0"
"diagnostics","Versions","Numpy","1.23.4","1.23.4"
"diagnostics","Versions","SimpleITK","2.2.0rc2.dev368","2.2.0rc2.dev368"
"diagnostics","Versions","PyWavelet","1.4.1","1.4.1"
"diagnostics","Versions","Python","3.9.10","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}, 'Wavelet': {}}","{'Original': {}, 'Wavelet': {}}"
"diagnostics","Image-original","Hash","8901c9ec5dd659608b185256ea023cb3f894013f","8901c9ec5dd659608b185256ea023cb3f894013f"
"diagnostics","Image-original","Dimensionality","3D","3D"
"diagnostics","Image-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Image-original","Size","(512, 512, 263)","(512, 512, 263)"
"diagnostics","Image-original","Mean","-1220.6394167562855","-1220.6394167562855"
"diagnostics","Image-original","Minimum","-3024.0","-3024.0"
"diagnostics","Image-original","Maximum","3071.0","3071.0"
"diagnostics","Mask-original","Hash","7f1b790a1817acbf3132c8020aa8c206e2f82561","5522c8a2f3af1700ed40a0a36b37133f0158afc1"
"diagnostics","Mask-original","Spacing","(0.976562, 0.976562, 3.27)","(0.976562, 0.976562, 3.27)"
"diagnostics","Mask-original","Size","(512, 512, 263)","(512, 512, 263)"
"diagnostics","Mask-original","BoundingBox","(363, 178, 156, 44, 52, 15)","(383, 217, 191, 13, 12, 4)"
"diagnostics","Mask-original","VoxelNum","6413","311"
"diagnostics","Mask-original","VolumeNum","1","1"
"diagnostics","Mask-original","CenterOfMassIndex","(388.2919070637767, 202.75580851395603, 164.00857632933105)","(388.14147909967846, 222.47909967845658, 192.56270096463024)"
"diagnostics","Mask-original","CenterOfMass","(129.19112134601588, -51.996382125994074, -330.4319554030875)","(129.04421911254016, -32.73536545980707, -237.05996784565923)"
"original","shape","Elongation","0.4500727027416723","0.7418518951123608"
"original","shape","Flatness","0.312091639554617","0.6388216476304098"
"original","shape","LeastAxisLength","19.32345367002739","9.171247678038291"
"original","shape","MajorAxisLength","61.91596063772714","14.356507347641285"
"original","shape","Maximum2DDiameterColumn","41.88501046275267","15.758614803572172"
"original","shape","Maximum2DDiameterRow","53.83166056150232","16.323410611278515"
"original","shape","Maximum2DDiameterSlice","57.650252292217594","14.084177458678656"
"original","shape","Maximum3DDiameter","64.82617962555288","17.6969977012135"
"original","shape","MeshVolume","19856.864146078166","935.2936704018542"
"original","shape","MinorAxisLength","27.86668374706885","10.650402183042221"
"original","shape","Sphericity","0.5801352703939837","0.7801058512810375"
"original","shape","SurfaceArea","6112.637350859762","592.8742468216972"
"original","shape","SurfaceVolumeRatio","0.30783497866993464","0.6338910072672312"
"original","shape","VoxelVolume","19999.016309932","969.8571764211528"
"original","firstorder","10Percentile","-41.0","-44.0"
"original","firstorder","90Percentile","40.0","41.0"
